Algorithm,Data,Accuracy,F1 Score,Precission,Recall,Kappa,AUC,prob
XGBClassifier'>,Train,0.882985257985258,0.9242437153813378,0.9093398915655916,0.9396442185514613,0.6675854246406316,0.9407444431131649,0.5353061224489796
XGBClassifier'>,Train,0.8816690066690067,0.9228657228657229,0.9140558608577418,0.9318470601825113,0.6689882533793717,0.9407444431131649,0.5555102040816327
XGBClassifier'>,Train,0.8805282555282555,0.9216199879105381,0.9186320078039824,0.9246274691001501,0.6705013958875339,0.9407444431131649,0.5757142857142857
XGBClassifier'>,Train,0.8784661284661285,0.9196728917758961,0.9235294117647059,0.9158484463439991,0.6701412117274747,0.9407444431131649,0.5959183673469388
XGBClassifier'>,Train,0.8765356265356266,0.9176711527208893,0.9298588877030712,0.9057987755573524,0.6710849881918849,0.9407444431131649,0.6161224489795918
XGBClassifier'>,Train,0.8737714987714987,0.9151402530749491,0.9351377418771475,0.8959801316853413,0.6692817979451029,0.9407444431131649,0.6363265306122449
XGBClassifier'>,Train,0.8699543699543699,0.911796214736341,0.9404542664211173,0.8848330830541759,0.66525575791614,0.9407444431131649,0.656530612244898
XGBClassifier'>,Train,0.8637679887679888,0.9067483557077215,0.9445035350059439,0.8718955758345848,0.6555338412691614,0.9407444431131649,0.676734693877551
XGBClassifier'>,Train,0.8586346086346086,0.9023458810692853,0.9493622448979592,0.859766662816218,0.648686560302707,0.9407444431131649,0.6969387755102041
XGBClassifier'>,Train,0.8518339768339769,0.8966361605093202,0.9537670117861562,0.8459628046667437,0.6383993861442995,0.9407444431131649,0.7171428571428571
XGBClassifier'>,Train,0.846042471042471,0.8917276065290507,0.9572706194104008,0.8345847291209426,0.6296605384938398,0.9407444431131649,0.7373469387755102
XGBClassifier'>,Train,0.8406897156897157,0.8870501135409214,0.9612350839344704,0.823495437218436,0.6222095679988752,0.9407444431131649,0.7575510204081632
XGBClassifier'>,Train,0.8338890838890839,0.881175067478501,0.9649436348638988,0.8107889569134804,0.6120564008830441,0.9407444431131649,0.7777551020408163
XGBClassifier'>,Train,0.8276149526149527,0.8755976316372732,0.9690237577966221,0.7986022871664549,0.6032930685608282,0.9407444431131649,0.7979591836734694
XGBClassifier'>,Train,0.8181818181818182,0.8674259389596264,0.9722461273666093,0.783007970428555,0.588595469741933,0.9407444431131649,0.8181632653061224
XGBClassifier'>,Train,0.8077395577395577,0.8582060574682888,0.9757910228108904,0.7659119787455239,0.5727647695005893,0.9407444431131649,0.8383673469387755
XGBClassifier'>,Train,0.7944454194454195,0.846448821736423,0.9784799575661135,0.7458126371722306,0.5521345779463147,0.9407444431131649,0.8585714285714285
XGBClassifier'>,Train,0.7794840294840295,0.8326786070976763,0.9828670229487583,0.7223056486080628,0.5305595344737802,0.9407444431131649,0.8787755102040816
XGBClassifier'>,Train,0.7597402597402597,0.8143728813559322,0.9857213195470211,0.6937738246505718,0.5015360370349934,0.9407444431131649,0.8989795918367347
XGBClassifier'>,Train,0.7346437346437347,0.7902621722846441,0.9888908175663947,0.6580801663393785,0.46622267914347937,0.9407444431131649,0.9191836734693878
XGBClassifier'>,Train,0.702922077922078,0.758566589409877,0.9912403317491381,0.6143583227445998,0.4233195489716973,0.9407444431131649,0.9393877551020408
XGBClassifier'>,Train,0.6562829062829063,0.7089463516124238,0.9936471568423245,0.5510569481344577,0.3645171080320855,0.9407444431131649,0.9595918367346938
XGBClassifier'>,Train,0.5696735696735696,0.6054706355591312,0.9973495891863239,0.4346771398867968,0.2678042156702519,0.9407444431131649,0.9797959183673469
XGBClassifier'>,Train,0.24034749034749034,0.0,0.0,0.0,0.0,0.9407444431131649,1.0
XGBClassifier'>,Test,0.8048876798876798,0.8861873928288077,0.7956707569281677,0.9999422432713411,0.26061304819384246,0.9407444431131649,0.01
XGBClassifier'>,Test,0.8170849420849421,0.892537698156979,0.8059680648014524,0.9999422432713411,0.32308339469191094,0.9407444431131649,0.030204081632653063
XGBClassifier'>,Test,0.821955071955072,0.8950933250607517,0.8101834518906776,0.9998844865426822,0.3473250824365193,0.9407444431131649,0.05040816326530612
XGBClassifier'>,Test,0.8247630747630748,0.8965660123271352,0.8126760563380282,0.9997689730853645,0.3612464772556061,0.9407444431131649,0.07061224489795918
XGBClassifier'>,Test,0.8269129519129519,0.8976998677488784,0.8145795096239823,0.9997112163567056,0.37174402206678747,0.9407444431131649,0.09081632653061224
XGBClassifier'>,Test,0.8287995787995788,0.8986914529026898,0.8162909159513253,0.9995957028993878,0.3809979683424014,0.9407444431131649,0.11102040816326529
XGBClassifier'>,Test,0.8313882063882064,0.9000546149645002,0.8186592231631736,0.9994224327134111,0.39360466479976397,0.9407444431131649,0.13122448979591836
XGBClassifier'>,Test,0.8347227097227097,0.9018217832104043,0.8217050581809546,0.9992491625274345,0.40956416571125465,0.9407444431131649,0.15142857142857144
XGBClassifier'>,Test,0.8374429624429625,0.9032460240775078,0.8243481576814911,0.9988448654268223,0.4228522470597399,0.9407444431131649,0.1716326530612245
XGBClassifier'>,Test,0.8406458406458407,0.9048965697826656,0.8276968767963211,0.9979785144969389,0.4388990422927712,0.9407444431131649,0.19183673469387755
XGBClassifier'>,Test,0.8442874692874693,0.9068039179643391,0.8314152260798382,0.9972276770243733,0.4564745180022405,0.9407444431131649,0.2120408163265306
XGBClassifier'>,Test,0.8484555984555985,0.9089759131397249,0.8358860023264831,0.9960725424511956,0.4766427858531044,0.9407444431131649,0.23224489795918368
XGBClassifier'>,Test,0.8535889785889786,0.9116658284141145,0.8415188388799296,0.9945708675060645,0.5010064648733223,0.9407444431131649,0.2524489795918367
XGBClassifier'>,Test,0.8581519831519832,0.9140411049958788,0.8468739222545204,0.9927804089176389,0.5227104511880125,0.9407444431131649,0.2726530612244898
XGBClassifier'>,Test,0.8615303615303616,0.9157276368491322,0.851559396106476,0.9903546263139655,0.5397588109236647,0.9407444431131649,0.29285714285714287
XGBClassifier'>,Test,0.8653474903474904,0.9176571597220358,0.8568923184847422,0.9876978167956567,0.5584318620617246,0.9407444431131649,0.3130612244897959
XGBClassifier'>,Test,0.8691646191646192,0.9195879624635962,0.8624683864441073,0.9848099803627123,0.5768616104765292,0.9407444431131649,0.333265306122449
XGBClassifier'>,Test,0.8717093717093717,0.9208188908145579,0.8668298154379525,0.9819799006584267,0.5898069755714714,0.9407444431131649,0.35346938775510206
XGBClassifier'>,Test,0.8728939978939979,0.9211936563205572,0.8706741399701754,0.9779369296523045,0.598479588399343,0.9407444431131649,0.3736734693877551
XGBClassifier'>,Test,0.8753071253071253,0.9223369951358146,0.8753112033195021,0.9747025528474067,0.6107808621770907,0.9407444431131649,0.39387755102040817
XGBClassifier'>,Test,0.8772376272376272,0.9231276443760646,0.8803185914902536,0.9703130414693312,0.6220748797409998,0.9407444431131649,0.4140816326530612
XGBClassifier'>,Test,0.8796946296946297,0.9242917886133967,0.8854210749047821,0.9667321242924801,0.6342565268846775,0.9407444431131649,0.4342857142857143
XGBClassifier'>,Test,0.8805282555282555,0.924434577494103,0.8896960632444848,0.9619960725424512,0.6413372685402381,0.9407444431131649,0.45448979591836736
XGBClassifier'>,Test,0.8806598806598807,0.9240647682858739,0.894304549875716,0.955873859304609,0.6469248006158568,0.9407444431131649,0.4746938775510204
XGBClassifier'>,Test,0.8815373815373816,0.9242083988322478,0.8990715456034953,0.9507912671826267,0.6540911768764923,0.9407444431131649,0.49489795918367346
XGBClassifier'>,Test,0.8827220077220077,0.9245405527482145,0.9042465072615826,0.9457664317893034,0.6620692836385442,0.9407444431131649,0.5151020408163265
XGBClassifier'>,Test,0.882985257985258,0.9242437153813378,0.9093398915655916,0.9396442185514613,0.6675854246406316,0.9407444431131649,0.5353061224489796
XGBClassifier'>,Test,0.8816690066690067,0.9228657228657229,0.9140558608577418,0.9318470601825113,0.6689882533793717,0.9407444431131649,0.5555102040816327
XGBClassifier'>,Test,0.8805282555282555,0.9216199879105381,0.9186320078039824,0.9246274691001501,0.6705013958875339,0.9407444431131649,0.5757142857142857
XGBClassifier'>,Test,0.8784661284661285,0.9196728917758961,0.9235294117647059,0.9158484463439991,0.6701412117274747,0.9407444431131649,0.5959183673469388
XGBClassifier'>,Test,0.8765356265356266,0.9176711527208893,0.9298588877030712,0.9057987755573524,0.6710849881918849,0.9407444431131649,0.6161224489795918
XGBClassifier'>,Test,0.8737714987714987,0.9151402530749491,0.9351377418771475,0.8959801316853413,0.6692817979451029,0.9407444431131649,0.6363265306122449
XGBClassifier'>,Test,0.8699543699543699,0.911796214736341,0.9404542664211173,0.8848330830541759,0.66525575791614,0.9407444431131649,0.656530612244898
XGBClassifier'>,Test,0.8637679887679888,0.9067483557077215,0.9445035350059439,0.8718955758345848,0.6555338412691614,0.9407444431131649,0.676734693877551
XGBClassifier'>,Test,0.8586346086346086,0.9023458810692853,0.9493622448979592,0.859766662816218,0.648686560302707,0.9407444431131649,0.6969387755102041
XGBClassifier'>,Test,0.8518339768339769,0.8966361605093202,0.9537670117861562,0.8459628046667437,0.6383993861442995,0.9407444431131649,0.7171428571428571
XGBClassifier'>,Test,0.846042471042471,0.8917276065290507,0.9572706194104008,0.8345847291209426,0.6296605384938398,0.9407444431131649,0.7373469387755102
XGBClassifier'>,Test,0.8406897156897157,0.8870501135409214,0.9612350839344704,0.823495437218436,0.6222095679988752,0.9407444431131649,0.7575510204081632
XGBClassifier'>,Test,0.8338890838890839,0.881175067478501,0.9649436348638988,0.8107889569134804,0.6120564008830441,0.9407444431131649,0.7777551020408163
XGBClassifier'>,Test,0.8276149526149527,0.8755976316372732,0.9690237577966221,0.7986022871664549,0.6032930685608282,0.9407444431131649,0.7979591836734694
XGBClassifier'>,Test,0.8181818181818182,0.8674259389596264,0.9722461273666093,0.783007970428555,0.588595469741933,0.9407444431131649,0.8181632653061224
XGBClassifier'>,Test,0.8077395577395577,0.8582060574682888,0.9757910228108904,0.7659119787455239,0.5727647695005893,0.9407444431131649,0.8383673469387755
XGBClassifier'>,Test,0.7944454194454195,0.846448821736423,0.9784799575661135,0.7458126371722306,0.5521345779463147,0.9407444431131649,0.8585714285714285
XGBClassifier'>,Test,0.7794840294840295,0.8326786070976763,0.9828670229487583,0.7223056486080628,0.5305595344737802,0.9407444431131649,0.8787755102040816
XGBClassifier'>,Test,0.7597402597402597,0.8143728813559322,0.9857213195470211,0.6937738246505718,0.5015360370349934,0.9407444431131649,0.8989795918367347
XGBClassifier'>,Test,0.7346437346437347,0.7902621722846441,0.9888908175663947,0.6580801663393785,0.46622267914347937,0.9407444431131649,0.9191836734693878
XGBClassifier'>,Test,0.702922077922078,0.758566589409877,0.9912403317491381,0.6143583227445998,0.4233195489716973,0.9407444431131649,0.9393877551020408
XGBClassifier'>,Test,0.6562829062829063,0.7089463516124238,0.9936471568423245,0.5510569481344577,0.3645171080320855,0.9407444431131649,0.9595918367346938
XGBClassifier'>,Test,0.5696735696735696,0.6054706355591312,0.9973495891863239,0.4346771398867968,0.2678042156702519,0.9407444431131649,0.9797959183673469
XGBClassifier'>,Test,0.24034749034749034,0.0,0.0,0.0,0.0,0.9407444431131649,1.0
DecisionTreeClassifier'>,Train,0.7596525096525096,0.8634119583104772,0.7596525096525096,1.0,0.0,0.8236962783875166,0.01
DecisionTreeClassifier'>,Train,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.030204081632653063
DecisionTreeClassifier'>,Train,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.05040816326530612
DecisionTreeClassifier'>,Train,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.07061224489795918
DecisionTreeClassifier'>,Train,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.09081632653061224
DecisionTreeClassifier'>,Train,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.11102040816326529
DecisionTreeClassifier'>,Train,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.13122448979591836
DecisionTreeClassifier'>,Train,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.15142857142857144
DecisionTreeClassifier'>,Train,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.1716326530612245
DecisionTreeClassifier'>,Train,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.19183673469387755
DecisionTreeClassifier'>,Train,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.2120408163265306
DecisionTreeClassifier'>,Train,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.23224489795918368
DecisionTreeClassifier'>,Train,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.2524489795918367
DecisionTreeClassifier'>,Train,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.2726530612244898
DecisionTreeClassifier'>,Train,0.8144085644085645,0.8872781538133561,0.8236691074609143,0.9615340187131801,0.37956588810133796,0.8236962783875166,0.29285714285714287
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.3130612244897959
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.333265306122449
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.35346938775510206
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.3736734693877551
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.39387755102040817
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.4140816326530612
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.4342857142857143
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.45448979591836736
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.4746938775510204
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.49489795918367346
DecisionTreeClassifier'>,Train,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.5151020408163265
DecisionTreeClassifier'>,Train,0.8154615654615655,0.8876722572374747,0.8255837059115748,0.9598590735820723,0.38691531769021537,0.8236962783875166,0.5353061224489796
DecisionTreeClassifier'>,Train,0.8154615654615655,0.8876722572374747,0.8255837059115748,0.9598590735820723,0.38691531769021537,0.8236962783875166,0.5555102040816327
DecisionTreeClassifier'>,Train,0.8154615654615655,0.8876722572374747,0.8255837059115748,0.9598590735820723,0.38691531769021537,0.8236962783875166,0.5757142857142857
DecisionTreeClassifier'>,Train,0.8154615654615655,0.8876722572374747,0.8255837059115748,0.9598590735820723,0.38691531769021537,0.8236962783875166,0.5959183673469388
DecisionTreeClassifier'>,Train,0.8154615654615655,0.8876722572374747,0.8255837059115748,0.9598590735820723,0.38691531769021537,0.8236962783875166,0.6161224489795918
DecisionTreeClassifier'>,Train,0.7678132678132679,0.8413383702104695,0.8747506234413965,0.8103846598128682,0.4109755877446233,0.8236962783875166,0.6363265306122449
DecisionTreeClassifier'>,Train,0.7678132678132679,0.8413383702104695,0.8747506234413965,0.8103846598128682,0.4109755877446233,0.8236962783875166,0.656530612244898
DecisionTreeClassifier'>,Train,0.7400403650403651,0.811707503098484,0.9023528580512965,0.7376111817026684,0.40537576806719755,0.8236962783875166,0.676734693877551
DecisionTreeClassifier'>,Train,0.7400403650403651,0.811707503098484,0.9023528580512965,0.7376111817026684,0.40537576806719755,0.8236962783875166,0.6969387755102041
DecisionTreeClassifier'>,Train,0.7400403650403651,0.811707503098484,0.9023528580512965,0.7376111817026684,0.40537576806719755,0.8236962783875166,0.7171428571428571
DecisionTreeClassifier'>,Train,0.7400403650403651,0.811707503098484,0.9023528580512965,0.7376111817026684,0.40537576806719755,0.8236962783875166,0.7373469387755102
DecisionTreeClassifier'>,Train,0.7400403650403651,0.811707503098484,0.9023528580512965,0.7376111817026684,0.40537576806719755,0.8236962783875166,0.7575510204081632
DecisionTreeClassifier'>,Train,0.6754563004563005,0.7425966523993458,0.9340803641775366,0.6162642947903431,0.3501130029266274,0.8236962783875166,0.7777551020408163
DecisionTreeClassifier'>,Train,0.6744471744471745,0.7414453968917695,0.9345572733661279,0.6144738362019175,0.34925019758375553,0.8236962783875166,0.7979591836734694
DecisionTreeClassifier'>,Train,0.6640926640926641,0.7296991950289508,0.9386012715712988,0.5968580339609565,0.3397980543242991,0.8236962783875166,0.8181632653061224
DecisionTreeClassifier'>,Train,0.6353983853983854,0.6959385290889132,0.9494808306709265,0.5492664895460321,0.3139398707244164,0.8236962783875166,0.8383673469387755
DecisionTreeClassifier'>,Train,0.5896805896805897,0.6385840160766734,0.9649614576033637,0.47718609217973895,0.27321957898268,0.8236962783875166,0.8585714285714285
DecisionTreeClassifier'>,Train,0.5896805896805897,0.6385840160766734,0.9649614576033637,0.47718609217973895,0.27321957898268,0.8236962783875166,0.8787755102040816
DecisionTreeClassifier'>,Train,0.581081081081081,0.6273805807055886,0.9672683513838749,0.46424858496014787,0.2654579607922578,0.8236962783875166,0.8989795918367347
DecisionTreeClassifier'>,Train,0.581081081081081,0.6273805807055886,0.9672683513838749,0.46424858496014787,0.2654579607922578,0.8236962783875166,0.9191836734693878
DecisionTreeClassifier'>,Train,0.5634871884871885,0.604397789176508,0.9700063816209317,0.43895113780755457,0.24886252617497906,0.8236962783875166,0.9393877551020408
DecisionTreeClassifier'>,Train,0.4951737451737452,0.5086685455632419,0.9757536041939712,0.34399907589234147,0.1865195076184617,0.8236962783875166,0.9595918367346938
DecisionTreeClassifier'>,Train,0.24280449280449282,0.006447898675877951,1.0,0.0032343768048977706,0.0015573644889624871,0.8236962783875166,0.9797959183673469
DecisionTreeClassifier'>,Train,0.24034749034749034,0.0,0.0,0.0,0.0,0.8236962783875166,1.0
DecisionTreeClassifier'>,Test,0.7596525096525096,0.8634119583104772,0.7596525096525096,1.0,0.0,0.8236962783875166,0.01
DecisionTreeClassifier'>,Test,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.030204081632653063
DecisionTreeClassifier'>,Test,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.05040816326530612
DecisionTreeClassifier'>,Test,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.07061224489795918
DecisionTreeClassifier'>,Test,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.09081632653061224
DecisionTreeClassifier'>,Test,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.11102040816326529
DecisionTreeClassifier'>,Test,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.13122448979591836
DecisionTreeClassifier'>,Test,0.762021762021762,0.864569288389513,0.7614795918367347,0.9999422432713411,0.01508622805037263,0.8236962783875166,0.15142857142857144
DecisionTreeClassifier'>,Test,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.1716326530612245
DecisionTreeClassifier'>,Test,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.19183673469387755
DecisionTreeClassifier'>,Test,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.2120408163265306
DecisionTreeClassifier'>,Test,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.23224489795918368
DecisionTreeClassifier'>,Test,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.2524489795918367
DecisionTreeClassifier'>,Test,0.7743945243945244,0.8702498107494322,0.7727191252912708,0.9959570289938778,0.10186374107783536,0.8236962783875166,0.2726530612244898
DecisionTreeClassifier'>,Test,0.8144085644085645,0.8872781538133561,0.8236691074609143,0.9615340187131801,0.37956588810133796,0.8236962783875166,0.29285714285714287
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.3130612244897959
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.333265306122449
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.35346938775510206
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.3736734693877551
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.39387755102040817
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.4140816326530612
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.4342857142857143
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.45448979591836736
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.4746938775510204
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.49489795918367346
DecisionTreeClassifier'>,Test,0.8155054405054405,0.8877619111170425,0.8252692174085653,0.9604943975973201,0.38608519142860287,0.8236962783875166,0.5151020408163265
DecisionTreeClassifier'>,Test,0.8154615654615655,0.8876722572374747,0.8255837059115748,0.9598590735820723,0.38691531769021537,0.8236962783875166,0.5353061224489796
DecisionTreeClassifier'>,Test,0.8154615654615655,0.8876722572374747,0.8255837059115748,0.9598590735820723,0.38691531769021537,0.8236962783875166,0.5555102040816327
DecisionTreeClassifier'>,Test,0.8154615654615655,0.8876722572374747,0.8255837059115748,0.9598590735820723,0.38691531769021537,0.8236962783875166,0.5757142857142857
DecisionTreeClassifier'>,Test,0.8154615654615655,0.8876722572374747,0.8255837059115748,0.9598590735820723,0.38691531769021537,0.8236962783875166,0.5959183673469388
DecisionTreeClassifier'>,Test,0.8154615654615655,0.8876722572374747,0.8255837059115748,0.9598590735820723,0.38691531769021537,0.8236962783875166,0.6161224489795918
